# Based on the Artemis Motorway drive cycle,
# time [s],current [A]
7610,0.610819
7611,1.981537
7612,2.011444
7613,0.630045
7614,2.637064
7615,0.734569
7616,1.330739
7617,2.671702
7618,0.667124
7619,-0.317845
7620,2.69276
7621,1.951934
7622,2.70222
7623,3.513085
7624,1.474479
7625,0.113832
7626,-0.303502
7627,-0.318151
7628,-0.290379
7629,1.817197
7630,2.54078
7631,1.982605
7632,2.637064
7633,1.352407
7634,2.701762
7635,0.773632
7636,2.737163
7637,2.063935
7638,2.183261
7639,2.121462
7640,1.49752
7641,0.128634
7642,0.097353
7643,-0.60441
7644,-0.326543
7645,-0.298772
7646,1.174792
7647,3.760586
7648,3.288777
7649,2.67155
7650,2.737469
7651,2.803082
7652,2.122072
7653,2.903639
7654,2.304112
7655,2.24094
7656,2.365454
7657,2.302281
7658,1.654078
7659,0.229191
7660,0.194095
7661,0.896773
7662,1.524376
7663,0.784924
7664,-0.592355
7665,0.773327
7666,0.666819
7667,1.352407
7668,2.067903
7669,1.377279
7670,1.377279
7671,1.377584
7672,1.377584
7673,0.666514
7674,1.35256
7675,2.067903
7676,2.737469
7677,1.424582
7678,1.42504
7679,0.704814
7680,0.773632
7681,0.053712
7682,-0.651865
7683,-0.298619
7684,0.509041
7685,0.573739
7686,-0.043488
7687,-0.362249
7688,-0.629892
7689,-1.426108
7690,-2.049287
7691,-2.100404
7692,-1.962768
7693,-1.145342
7694,-0.635233
7695,-0.306096
7696,-0.704662
7697,-0.160525
7698,-0.157168
7699,0.704662
7700,1.037766
7701,2.026703
7702,1.529412
7703,2.015259
7704,2.535897
7705,2.749676
7706,2.082246
7707,3.180743
7708,2.374914
7709,3.511254
7710,2.68513
7711,2.81529
7712,3.553979
7713,3.123522
7714,2.626688
7715,3.456168
7716,2.272526
7717,2.920272
7718,1.152056
7719,2.417792
7720,1.875029
7721,2.511025
7722,0.575418
7723,-0.298924
7724,-0.350042
7725,-0.626841
7726,0.166781
7727,1.003738
7728,1.003586
7729,1.79736
7730,1.028611
7731,1.831693
7732,1.457694
7733,1.473106
7734,1.080949
7735,1.488212
7736,1.094682
7737,1.916991
7738,1.121691
7739,1.535058
7740,1.550774
7741,1.566491
7742,1.163348
7743,2.006409
7744,1.191272
7745,1.190967
7746,1.614862
7747,1.630732
7748,1.220111
7749,1.220111
7750,1.561456
7751,1.231403
7752,1.231708
7753,1.660334
7754,0.818799
7755,1.231098
7756,1.660792
7757,0.818952
7758,1.660792
7759,0.818647
7760,0.891127
7761,1.562066
7762,0.890822
7763,1.562219
7764,0.891127
7765,1.220111
7766,1.561761
7767,0.891279
7768,1.220417
7769,1.219959
7770,1.561761
7771,0.891127
7772,1.219959
7773,1.993286
7774,0.819104
7775,2.094606
7776,1.260853
7777,1.694057
7778,1.711452
7779,2.169223
7780,1.763027
7781,2.228275
7782,1.815824
7783,2.745708
7784,2.347906
7785,2.296025
7786,2.899062
7787,2.489204
7788,2.054322
7789,3.038987
7790,2.133669
7791,2.641794
7792,2.193637
7793,2.214694
7794,2.733043
7795,1.780728
7796,2.678264
7797,1.814603
7798,2.314794
7799,1.833524
7800,1.833524
7801,1.833677
7802,2.336309
7803,1.351339
7804,1.833677
7805,1.833371
7806,1.833677
7807,1.334249
7808,1.317006
7809,1.398947
7810,1.287098
7811,1.269093
7812,1.742275
7813,0.768139
7814,1.704891
7815,1.705653
7816,1.705653
7817,1.705653
7818,1.705196
7819,0.357519
7820,1.270314
7821,1.92813
7822,2.230869
7823,2.157015
7824,2.275425
7825,2.202487
7826,2.420844
7827,2.351873
7828,2.17731
7829,2.293584
7830,2.014649
7831,1.722591
7832,1.320058
7833,1.204547
7834,1.185321
7835,1.360952
7836,2.231632
7837,2.152438
7838,1.673304
7839,1.275654
7840,1.357595
7841,2.030213
7842,2.140688
7843,2.156252
7844,2.174105
7845,1.890898
7846,1.795071
7847,1.993896
7848,2.201724
7849,2.622568
7850,2.658885
7851,2.59266
7852,2.830701
7853,2.872511
7854,2.291295
7855,2.408637
7856,2.740368
7857,2.66804
7858,1.64538
7859,1.318227
7860,1.190661
7861,1.5729
7862,2.072175
7863,1.45861
7864,0.832074
7865,0.897993
7866,1.465782
7867,2.05417
7868,2.062562
7869,1.06569
7870,0.941024
7871,1.604334
7872,1.993896
7873,1.405966
7874,0.803082
7875,0.773785
7876,1.712978
7877,2.202182
7878,2.124361
7879,1.353933
7880,1.146105
7881,0.838025
7882,0.243381
7883,0.674754
7884,1.304189
7885,1.576104
7886,1.388418
7887,1.758755
7888,1.860075
7889,2.831312
7890,3.087205
7891,3.06096
7892,3.027695
7893,2.990005
7894,2.742351
7895,2.476997
7896,2.197757
7897,1.903868
7898,1.701228
7899,1.795834
7900,1.892576
7901,1.994202
7902,2.099336
7903,1.903563
7904,1.397269
7905,1.07866
7906,0.953689
7907,1.221942
7908,1.795682
7909,1.299916
7910,1.282826
7911,1.168536
7912,-0.785687
7913,-0.174411
7914,0.885634
7915,0.227207
7916,1.464256
7917,0.826581
7918,2.083162
7919,0.826886
7920,0.807965
7921,1.418936
7922,2.056916
7923,0.181888
7924,2.029755
7925,1.419547
7926,2.701762
7927,2.110018
7928,3.460136
7929,2.220951
7930,2.24979
7931,3.640955
7932,2.364996
7933,2.394903
7934,3.023117
7935,2.481422
7936,3.222095
7937,2.574655
7938,2.606851
7939,3.364309
7940,2.703593
7941,2.735485
7942,2.034791
7943,1.308003
7944,1.282673
7945,1.258259
7946,-0.08423
7947,0.468147
7948,0.430152
7949,-0.089113
7950,0.34226
7951,-0.483711
7952,-0.500191
7953,-0.214084
7954,2.003662
7955,2.029145
7956,2.056764
7957,2.083009
7958,2.10956
7959,3.460594
7960,1.559167
7961,2.890822
7962,1.607996
7963,2.955825
7964,2.335241
7965,2.365759
7966,2.395056
7967,1.73434
7968,3.022507
7969,3.18761
7970,2.544137
7971,3.292592
7972,3.364767
7973,2.703593
7974,3.474174
7975,2.06363
7976,-0.399023
7977,-0.084382
7978,-0.106966
7979,1.783322
7980,1.783932
7981,2.481575
7982,1.810636
7983,2.512398
7984,2.543526
7985,1.162432
7986,1.140002
7987,-0.404364
7988,1.030594
7989,1.68368
7990,1.683375
7991,1.68307
7992,3.054704
7993,2.32639
7994,1.757229
7995,2.451667
7996,2.481575
7997,1.810178
7998,1.811093
7999,1.81033
8000,1.810636
8001,2.815595
8002,-0.254368
8003,1.266346
8004,1.73846
8005,-0.047913
8006,0.238193
8007,-0.081941
8008,-0.321813
8009,-0.121004
8010,-0.349889
8011,0.025483
8012,-0.534218
8013,0.446937
8014,1.177386
8015,1.177691
8016,1.176928
8017,1.177234
8018,1.177386
8019,-1.34844
8020,-1.771115
8021,-1.562371
8022,-0.263676
8023,-0.428473
8024,-0.147402
8025,0.652476
8026,0.392462
8027,0.906844
8028,0.652628
8029,0.652476
8030,0.392462
8031,1.570764
8032,-0.118105
8033,-0.577096
8034,-0.012207
8035,-0.705425
8036,0.286412
8037,0.22385
8038,0.217899
8039,0.212558
8040,-1.026474
8041,-1.675593
8042,-0.864424
8043,-0.174716
8044,0.053559
8045,1.536126
8046,1.876402
8047,0.991989
8048,2.058137
8049,2.415198
8050,2.343633
8051,2.732433
8052,2.004425
8053,0.021973
8054,2.057679
8055,1.164874
8056,0.928511
8057,0.939956
8058,0.627146
8059,0.627451
8060,0.950332
8061,1.223926
8062,1.991608
8063,1.99176
8064,2.057527
8065,2.125429
8066,0.449683
8067,0.794995
8068,1.153124
8069,1.89868
8070,2.251621
8071,1.938964
8072,2.065919
8073,0.189517
8074,-0.24033
8075,-0.422065
8076,-0.593271
8077,-0.263676
8078,-0.268406
8079,-0.30396
8080,0.070497
8081,0.635996
8082,0.124208
8083,0.177768
8084,-0.396582
8085,0.082551
8086,-0.166323
8087,-0.392615
8088,-0.599222
8089,-0.946365
8090,-1.373312
8091,-1.941405
8092,-0.966964
8093,0.680858
8094,0.962081
8095,1.290303
8096,1.765469
8097,1.50988
8098,1.656672
8099,0.986648
8100,0.685283
8101,0.319829
8102,-0.350195
8103,-0.501259
8104,-0.46006
8105,-0.314641
8106,-0.437018
8107,-0.287938
8108,-0.597391
8109,-0.770275
8110,-0.656901
8111,-0.154421
8112,0.065919
8113,-0.023804
8114,-0.21973
8115,-0.248569
8116,0.028077
8117,0.952163
8118,0.811475
8119,0.496986
8120,1.314565
8121,1.320516
8122,1.511406
8123,0.885481
8124,-0.043641
8125,0.6804
8126,0.676738
8127,0.178225
8128,0.454414
8129,0.184024
8130,0.183719
8131,-0.171359
8132,-0.27039
8133,-0.145724
8134,-0.248569
8135,-0.13489
8136,0.125887
8137,0.552377
8138,1.091173
8139,0.634318
8140,1.232319
8141,0.719768
8142,0.485695
8143,0.764172
8144,0.517891
8145,-0.18265
8146,-0.162203
8147,-0.158999
8148,-0.042878
8149,-0.391547
8150,-1.018235
8151,-0.629435
8152,-0.097963
8153,-0.023957
8154,-0.030671
8155,1.139544
8156,1.833677
8157,0.946822
8158,-0.029755
8159,-0.04303
8160,-0.127871
8161,-0.37293
8162,-0.377508
8163,-0.412604
8164,-0.174258
8165,-0.015564
8166,-0.073548
8167,-0.071717
8168,-0.017395
8169,0
8170,0.000153
8171,0
8172,0.003357
8173,0.253758
8174,0.683299
8175,0.875868
8176,0.522316
8177,0.834821
8178,1.074083
8179,1.835203
8180,1.837491
8181,1.540703
8182,0.515602
8183,0.380255
8184,0.922408
8185,0.216678
8186,0.029145
8187,0.995499
8188,0.426947
8189,1.012894
8190,0.840162
8191,0.912947
8192,1.552911
8193,-0.1561
8194,-0.071717
8195,-0.154879
8196,-0.074006
8197,-0.24918
8198,-0.33402
8199,-0.911727
8200,-0.796674
8201,-0.463722
8202,-0.165103
8203,0.711681
8204,1.038224
8205,1.175097
8206,1.618219
8207,1.236896
8208,1.324331
8209,0.782635
8210,0.23682
8211,-0.150454
8212,-0.324102
8213,0.023499
8214,0.201572
8215,0.460822
8216,0.20737
8217,-0.023499
8218,0.201724
8219,-0.16083
8220,-0.025635
8221,0.986191
8222,0.727245
8223,1.077134
8224,1.43679
8225,0.854505
8226,0.269322
8227,-0.310979
8228,-0.672313
8229,-0.398108
8230,-0.361486
8231,-0.254673
8232,-0.131075
8233,-0.140993
8234,0.590677
8235,0.362707
8236,0.597543
8237,0.655833
8238,-0.150912
8239,0.16083
8240,1.150378
8241,1.236591
8242,1.914244
8243,2.096284
8244,2.283513
8245,2.104677
8246,2.249485
8247,1.99527
8248,2.949111
8249,2.708476
8250,1.94934
8251,0.600748
8252,1.498741
8253,0.180056
8254,0.171817
8255,-0.130617
8256,0.576638
8257,0.086824
8258,1.499657
8259,1.029526
8260,2.025788
8261,1.096971
8262,1.582971
8263,1.147936
8264,0.691997
8265,-0.552682
8266,-0.154726
8267,-0.128481
8268,0.155489
8269,1.91104
8270,1.584497
8271,2.035859
8272,2.673381
8273,1.714504
8274,2.341955
8275,2.428016
8276,2.438849
8277,2.054017
8278,2.584878
8279,2.185702
8280,2.735485
8281,2.322576
8282,1.126574
8283,-0.045014
8284,-1.109789
8285,-0.594186
8286,-0.065156
8287,-0.108186
8288,1.42916
8289,1.904479
8290,1.952544
8291,2.079194
8292,2.054017
8293,0.993668
8294,1.544823
8295,2.783551
8296,1.067826
8297,2.212711
8298,1.105821
8299,1.764858
8300,1.707637
8301,2.069276
8302,1.177081
8303,1.177234
8304,1.177234
8305,1.176928
8306,2.024414
8307,2.407721
8308,1.678035
8309,2.131533
8310,1.728389
8311,2.188907
8312,1.337148
8313,1.781186
8314,0.910811
8315,1.336995
8316,1.337301
8317,1.336995
8318,1.780575
8319,1.353017
8320,1.35256
8321,1.798428
8322,1.367971
8323,1.367971
8324,1.815518
8325,1.833982
8326,2.30808
8327,1.431754
8328,2.347295
8329,1.464561
8330,1.924926
8331,1.850614
8332,1.126268
8333,1.481193
8334,1.481346
8335,1.02266
8336,1.464256
8337,1.008164
8338,1.448539
8339,0.993668
8340,0.979782
8341,1.415732
8342,0.965438
8343,1.851377
8344,0.519265
8345,1.38323
8346,1.383841
8347,0.495308
8348,0.910811
8349,0.897078
8350,0.883803
8351,0.870527
8352,0.857099
8353,0.844282
8354,0.831464
8355,1.246204
8356,0.818799
8357,1.231708
8358,1.231556
8359,0.890974
8360,1.219959
8361,1.220569
8362,1.219959
8363,2.427863
8364,2.573892
8365,3.54406
8366,2.745556
8367,3.658503
8368,3.399405
8369,3.992828
8370,3.631342
8371,3.133745
8372,2.796979
8373,2.843671
8374,2.379492
8375,2.915846
8376,1.933013
8377,2.963455
8378,1.973144
8379,1.972534
8380,1.972229
8381,1.972839
8382,2.49012
8383,1.993439
8384,1.993133
8385,1.993591
8386,1.993286
8387,1.993439
8388,-0.267948
8389,-0.482795
8390,-0.083009
8391,1.220264
8392,1.204395
8393,1.187304
8394,1.651484
8395,1.650721
8396,1.650568
8397,1.650568
8398,1.650721
8399,2.134127
8400,1.187762
8401,2.620279
8402,1.203784
8403,2.153811
8404,1.204089
8405,1.187915
8406,2.133516
8407,2.642405
8408,2.686961
8409,2.732128
8410,2.777905
8411,2.825055
8412,2.872206
8413,2.919509
8414,2.96788
8415,1.977111
8416,3.016556
8417,3.066911
8418,2.060121
8419,2.586557
8420,2.608988
8421,2.10132
8422,2.101625
8423,2.102235
8424,1.575036
8425,2.080262
8426,1.556725
8427,2.059968
8428,1.537346
8429,2.038758
8430,1.518273
8431,1.499657
8432,2.517433
8433,0.985122
8434,1.977722
8435,1.462577
8436,1.444419
8437,1.935454
8438,1.426413
8439,1.40795
8440,1.391165
8441,1.373465
8442,1.856565
8443,0.85771
8444,1.320363
8445,1.798886
8446,1.303273
8447,1.286488
8448,2.255589
8449,2.276646
8450,1.799039
8451,2.298466
8452,1.81796
8453,1.817502
8454,2.319677
8455,1.837034
8456,1.837491
8457,2.34165
8458,1.355154
8459,2.341497
8460,1.355459
8461,2.341192
8462,1.857176
8463,1.857481
8464,1.355306
8465,0.842603
8466,1.303731
8467,0.312047
8468,0.274815
8469,2.153811
8470,1.687495
8471,2.173953
8472,1.705806
8473,2.194095
8474,1.236286
8475,1.705348
8476,2.194247
8477,2.70985
8478,1.761044
8479,2.755169
8480,2.298161
8481,2.319524
8482,2.341039
8483,1.857328
8484,2.363012
8485,1.876402
8486,1.876707
8487,2.999008
8488,1.20943
8489,1.892271
8490,2.607004
8491,1.209583
8492,3.32784
8493,1.233692
8494,1.919585
8495,2.638743
8496,1.234302
8497,2.638895
8498,1.233845
8499,1.920043
8500,2.638743
8501,1.233539
8502,1.919585
8503,1.920195
8504,1.9205
8505,1.920653
8506,1.920043
8507,1.209888
8508,1.892119
8509,2.606241
8510,0.507057
8511,2.57496
8512,1.185626
8513,2.575113
8514,1.186542
8515,1.864347
8516,2.574502
8517,1.185779
8518,2.574807
8519,1.892576
8520,1.892576
8521,2.606851
8522,1.21004
8523,2.607156
8524,1.9205
8525,1.919738
8526,2.638437
8527,1.948272
8528,2.774701
8529,1.980468
8530,1.980011
8531,2.708171
8532,2.009613
8533,2.009155
8534,2.009766
8535,2.009766
8536,2.009155
8537,2.010224
8538,2.009918
8539,2.73991
8540,2.038453
8541,1.31136
8542,2.740673
8543,2.0383
8544,2.039063
8545,2.038453
8546,2.037995
8547,2.0383
8548,2.038453
8549,2.038758
8550,2.038758
8551,2.773327
8552,2.067597
8553,2.06836
8554,2.068513
8555,2.80705
8556,2.098116
8557,2.098268
8558,2.948196
8559,1.286641
8560,2.947433
8561,1.286336
8562,2.097047
8563,0.634623
8564,1.311208
8565,0.469673
8566,1.948272
8567,1.234302
8568,1.21004
8569,1.891814
8570,1.185779
8571,1.864042
8572,1.864195
8573,1.16228
8574,1.837644
8575,1.837644
8576,1.837034
8577,1.837186
8578,2.239719
8579,1.852445
8580,2.662852
8581,1.884184
8582,3.421378
8583,2.666209
8584,1.972534
8585,1.254139
8586,1.128862
8587,1.202869
8588,1.078813
8589,1.852293
8590,1.152667
8591,0.343175
8592,0.208438
8593,1.709163
8594,2.493019
8595,1.73846
8596,1.738155
8597,0.95903
8598,-0.194858
8599,0.212406
8600,0.826276
8601,0.160678
8602,-0.244755
8603,-0.601053
8604,-1.8439
8605,-2.10071
8606,-2.100557
8607,-0.877241
8608,0.227665
8609,1.697566
8610,2.814679
8611,2.948959
8612,1.420462
8613,1.969482
8614,2.02182
8615,-0.097353
8616,1.41146
8617,1.508659
8618,-0.097658
8619,1.412222
8620,1.508507
8621,2.626841
8622,2.235447
8623,2.215457
8624,1.617151
8625,1.07042
8626,2.299229
8627,1.771267
8628,2.989242
8629,1.874266
8630,2.511482
8631,1.869078
8632,1.982605
8633,0.610819
8634,1.982147
8635,2.011597
8636,0.630198
8637,2.636759
8638,0.735027
8639,1.330434
8640,2.671702
8641,0.666514
8642,-0.317693
8643,2.692149
8644,1.951781
8645,2.702373
8646,3.512779
8647,1.474022
8648,0.11368
8649,-0.303655
8650,-0.317693
8651,-0.290227
8652,1.815824
8653,2.540169
8654,1.98291
8655,2.63798
8656,1.35256
8657,2.702373
8658,0.773327
8659,2.737316
8660,2.064088
8661,2.183871
8662,2.122225
8663,1.498283
8664,0.128481
8665,0.097353
8666,-0.604257
8667,-0.326696
8668,-0.298772
8669,1.173877
8670,3.761501
8671,3.288472
8672,2.672007
8673,2.736706
8674,2.803998
8675,2.122377
8676,2.902876
8677,2.304112
8678,2.241093
8679,2.366064
8680,2.303349
8681,1.654841
8682,0.229038
8683,0.194095
8684,0.896468
8685,1.524681
8686,0.784924
8687,-0.592355
8688,0.773175
8689,0.666667
8690,1.352407
8691,2.06714
8692,1.377432
8693,1.377127
8694,1.377127
8695,1.376822
8696,0.666361
8697,1.352712
8698,2.067597
8699,2.737163
8700,1.425345
8701,1.425345
8702,0.705119
8703,0.773632
8704,0.053712
8705,-0.652323
8706,-0.298772
8707,0.508888
8708,0.573739
8709,-0.043488
8710,-0.362249
8711,-0.629892
8712,-1.426413
8713,-2.049592
8714,-2.100862
8715,-1.96231
8716,-1.145342
8717,-0.63508
8718,-0.305943
8719,-0.704356
8720,-0.160525
8721,-0.157015
8722,0.704814
8723,1.037766
8724,2.026551
8725,1.529412
8726,2.014496
8727,2.536049
8728,2.748608
8729,2.081636
8730,3.180438
8731,2.375219
8732,3.512169
8733,2.684977
8734,2.815595
8735,3.553521
8736,3.12398
8737,2.626078
8738,3.45449
8739,2.272679
8740,2.920424
8741,1.151751
8742,2.417334
8743,1.874723
8744,2.511177
8745,0.57557
8746,-0.298772
8747,-0.349889
8748,-0.626993
8749,0.166629
8750,1.003586
8751,1.003738
8752,1.797513
8753,1.028763
8754,1.830625
8755,1.457847
8756,1.472801
8757,1.080797
8758,1.488823
8759,1.094072
8760,1.917754
8761,1.121386
8762,1.534752
8763,1.550317
8764,1.566644
8765,1.163195
8766,2.006256
8767,1.190814
8768,1.191272
8769,1.615473
8770,1.631189
8771,1.219806
8772,1.219806
8773,1.561761
8774,1.231556
8775,1.231861
8776,1.66125
8777,0.818799
8778,1.231708
8779,1.661707
8780,0.819409
8781,1.660792
8782,0.819104
8783,0.890974
8784,1.561761
8785,0.891432
8786,1.561761
8787,0.890974
8788,1.220264
8789,1.562371
8790,0.890974
8791,1.220111
8792,1.219959
8793,1.561608
8794,0.891127
8795,1.219806
8796,1.992218
8797,0.819104
8798,2.094911
8799,1.261158
8800,1.694362
8801,1.711299
8802,2.170291
8803,1.763027
8804,2.229191
8805,1.815824
8806,2.745861
8807,2.348211
8808,2.296635
8809,2.898146
8810,2.489662
8811,2.054017
8812,3.038529
8813,2.134127
8814,2.642252
8815,2.194247
8816,2.214084
8817,2.732586
8818,1.779965
8819,2.677806
8820,1.814908
8821,2.314488
8822,1.832914
8823,1.833829
8824,1.833219
8825,2.337224
8826,1.351644
8827,1.833677
8828,1.833524
8829,1.833982
8830,1.334707
8831,1.317006
8832,1.398337
8833,1.286641
8834,1.269398
8835,1.741817
8836,0.768292
8837,1.705501
8838,1.705348
8839,1.705501
8840,1.705196
8841,1.705043
8842,0.357366
8843,1.270771
8844,1.928588
8845,2.230869
8846,2.157473
8847,2.276036
8848,2.202335
8849,2.421149
8850,2.352178
8851,2.17731
8852,2.294652
8853,2.014343
8854,1.722896
8855,1.321126
8856,1.204547
8857,1.184863
8858,1.361105
8859,2.230716
8860,2.153353
8861,1.672847
8862,1.275959
8863,1.357137
8864,2.029603
8865,2.140536
8866,2.15671
8867,2.172885
8868,1.89044
8869,1.795377
8870,1.993896
8871,2.201724
8872,2.622721
8873,2.65919
8874,2.59266
8875,2.830701
8876,2.873121
8877,2.291295
8878,2.408789
8879,2.742046
8880,2.668345
8881,1.64477
8882,1.318379
8883,1.190661
8884,1.572747
8885,2.071717
8886,1.458762
8887,0.832227
8888,0.897993
8889,1.465782
8890,2.05478
8891,2.062409
8892,1.065537
8893,0.941482
8894,1.603723
8895,1.994049
8896,1.405356
8897,0.803388
8898,0.774243
8899,1.71252
8900,2.20264
8901,2.124361
8902,1.353933
8903,1.1458
8904,0.838025
8905,0.243076
8906,0.675059
8907,1.303883
8908,1.576562
8909,1.387808
8910,1.757992
8911,1.860685
8912,2.831159
8913,3.0869
8914,3.060044
8915,3.028305
8916,2.989853
8917,2.742046
8918,2.476997
8919,2.19791
8920,1.904173
8921,1.700771
8922,1.795071
8923,1.891814
8924,1.993439
8925,2.099947
8926,1.90341
8927,1.397116
8928,1.079423
8929,0.953994
8930,1.221942
8931,1.794919
8932,1.300526
8933,1.283284
8934,1.168841
8935,-0.78584
8936,-0.174258
8937,0.885328
8938,0.227207
8939,1.465019
8940,0.826581
8941,2.083314
8942,0.827192
8943,0.807355
8944,1.419242
8945,2.055848
8946,0.181735
8947,2.029603
8948,1.418631
8949,2.701915
8950,2.110018
8951,3.460288
8952,2.220798
8953,2.249638
8954,3.64065
8955,2.365301
8956,2.395056
8957,3.022965
8958,2.481575
8959,3.2224
8960,2.57496
8961,2.605936
8962,3.365682
8963,2.703593
8964,2.735943
8965,2.035096
8966,1.308003
8967,1.282368
8968,1.258412
8969,-0.084535
8970,0.467689
8971,0.430152
8972,-0.089265
8973,0.342412
8974,-0.483864
8975,-0.500038
8976,-0.214084
8977,2.003662
8978,2.03006
8979,2.056306
8980,2.083162
8981,2.109255
8982,3.461204
8983,1.558709
8984,2.890822
8985,1.608453
8986,2.955673
8987,2.336004
8988,2.365148
8989,2.395361
8990,1.734493
8991,3.023575
8992,3.187152
8993,2.543374
8994,3.29305
8995,3.364614
8996,2.703441
8997,3.474174
8998,2.064546
8999,-0.399176
9000,-0.084535
9001,-0.107118
9002,1.783474
9003,1.783169
9004,2.481575
9005,1.810636
9006,2.512703
9007,2.543526
9008,1.162737
9009,1.139544
9010,-0.404669
9011,1.030442
9012,1.682918
9013,1.683375
9014,1.68307
9015,3.055314
9016,2.326238
9017,1.757534
9018,2.451209
9019,2.481575
9020,1.810941
9021,1.810178
9022,1.810636
9023,1.81033
9024,2.815747
9025,-0.25452
9026,1.266651
9027,1.738766
9028,-0.047913
9029,0.238193
9030,-0.081788
9031,-0.32166
9032,-0.120851
9033,-0.349737
9034,0.025635
9035,-0.534371
9036,0.447242
9037,1.177234
9038,1.177081
9039,1.177234
9040,1.177386
9041,1.176776
9042,-1.347677
9043,-1.770504
9044,-1.562371
9045,-0.263676
9046,-0.428779
9047,-0.147555
9048,0.652476
9049,0.392615
9050,0.906691
9051,0.652628
9052,0.652171
9053,0.392157
9054,1.571679
9055,-0.118105
9056,-0.577249
9057,-0.012207
9058,-0.705425
9059,0.286717
9060,0.22385
9061,0.217899
9062,0.212558
9063,-1.026627
9064,-1.676356
9065,-0.863966
9066,-0.174716
9067,0.053712
9068,1.535973
9069,1.875944
9070,0.991989
9071,2.058442
9072,2.416571
9073,2.343175
9074,2.732586
9075,2.003815
9076,0.021668
9077,2.057221
9078,1.165026
9079,0.928359
9080,0.939498
9081,0.627146
9082,0.627146
9083,0.950484
9084,1.224231
9085,1.991302
9086,1.99115
9087,2.057832
9088,2.125277
9089,0.449836
9090,0.794995
9091,1.153277
9092,1.897765
9093,2.251011
9094,1.938659
9095,2.065156
9096,0.189364
9097,-0.240177
9098,-0.422217
9099,-0.593271
9100,-0.263676
9101,-0.268559
9102,-0.303807
9103,0.070497
9104,0.635996
9105,0.124056
9106,0.17792
9107,-0.396735
9108,0.082704
9109,-0.166323
9110,-0.392462
9111,-0.599374
9112,-0.946822
9113,-1.374075
9114,-1.940795
9115,-0.966354
9116,0.6804
9117,0.961776
9118,1.290761
9119,1.765621
9120,1.510033
9121,1.656062
9122,0.987106
9123,0.68513
9124,0.320134
9125,-0.350195
9126,-0.501106
9127,-0.46006
9128,-0.314641
9129,-0.437171
9130,-0.287327
9131,-0.597238
9132,-0.770123
9133,-0.657206
9134,-0.154421
9135,0.065919
9136,-0.023804
9137,-0.21973
9138,-0.248722
9139,0.027924
9140,0.952468
9141,0.811322
9142,0.496986
9143,1.314565
9144,1.321736
9145,1.511101
9146,0.885634
9147,-0.043641
9148,0.68101
9149,0.676432
9150,0.178073
9151,0.454414
9152,0.184024
9153,0.183871
9154,-0.171359
9155,-0.27039
9156,-0.145724
9157,-0.248569
9158,-0.134737
9159,0.12604
9160,0.552682
9161,1.091173
9162,0.63386
9163,1.232166
9164,0.719921
9165,0.485542
9166,0.764172
9167,0.517891
9168,-0.182803
9169,-0.162203
9170,-0.158694
9171,-0.042878
9172,-0.391394
9173,-1.018235
9174,-0.629587
9175,-0.097963
9176,-0.024109
9177,-0.030518
9178,1.138933
9179,1.832761
9180,0.94667
9181,-0.029755
9182,-0.042725
9183,-0.127565
9184,-0.37293
9185,-0.377661
9186,-0.412604
9187,-0.174411
9188,-0.015412
9189,-0.073548
9190,-0.071717
9191,-0.017548
9192,0.000153
9193,0.000153
9194,0
9195,0.003204
9196,0.25391
9197,0.683604
9198,0.87602
9199,0.522316
9200,0.834821
9201,1.074388
9202,1.83566
9203,1.836881
9204,1.540551
9205,0.515297
9206,0.380255
9207,0.922866
9208,0.216831
9209,0.02884
9210,0.995651
9211,0.426947
9212,1.012589
9213,0.840314
9214,0.913252
9215,1.553216
9216,-0.156405
9217,-0.07187
9218,-0.155184
9219,-0.074006
9220,-0.24918
9221,-0.333867
9222,-0.911269
9223,-0.796368
9224,-0.463874
9225,-0.16495
9226,0.711681
9227,1.038224
9228,1.175402
9229,1.617609
9230,1.236591
9231,1.324331
9232,0.782635
9233,0.237125
9234,-0.150607
9235,-0.324254
9236,0.023499
9237,0.201877
9238,0.460822
9239,0.20737
9240,-0.023346
9241,0.201572
9242,-0.160983
9243,-0.025788
9244,0.986801
9245,0.727092
9246,1.076524
9247,1.436942
9248,0.854505
9249,0.269322
9250,-0.310979
9251,-0.67216
9252,-0.39826
9253,-0.361334
9254,-0.254826
9255,-0.131075
9256,-0.141146
9257,0.590982
9258,0.362554
9259,0.597391
9260,0.65568
9261,-0.151064
9262,0.160678
9263,1.14992
9264,1.236591
9265,1.913787
9266,2.095979
9267,2.283207
9268,2.104677
9269,2.249485
9270,1.994965
9271,2.948959
9272,2.708782
9273,1.949187
9274,0.601205
9275,1.498283
9276,0.180209
9277,0.171817
9278,-0.130617
9279,0.576944
9280,0.086976
9281,1.500114
9282,1.029679
9283,2.025635
9284,1.097276
9285,1.582971
9286,1.148547
9287,0.692149
9288,-0.552377
9289,-0.154421
9290,-0.128634
9291,0.155337
9292,1.911498
9293,1.584497
9294,2.035554
9295,2.673991
9296,1.715572
9297,2.342718
9298,2.428779
9299,2.43946
9300,2.053864
9301,2.584573
9302,2.184787
9303,2.7364
9304,2.322728
9305,1.126726
9306,-0.045014
9307,-1.109636
9308,-0.594491
9309,-0.065003
9310,-0.108339
9311,1.429465
9312,1.905089
9313,1.952392
9314,2.079194
9315,2.054017
9316,0.993515
9317,1.545739
9318,2.784314
